No.,Source,Destination,Version,Protocol,Length,Header Length,Total Length,Identification,TTL,Header Checksum,Attack
2546,192.168.79.128,192.168.79.132,4,TCP,74,20,90,0xac4f,118,0x2acc,0
2547,192.168.79.128,192.168.79.132,4,TCP,74,20,110,0x017e,128,0x0000,0
2548,192.168.79.128,192.168.79.132,4,TCP,74,20,287,0x0214,115,0xfa53,0
2549,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2550,192.168.79.128,192.168.79.132,4,TCP,74,20,78,0xac4f,118,0x2acc,0
2551,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2552,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2553,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2554,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,18,0x1918,1
2555,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,17,0x4243,1
2556,192.168.79.128,192.168.79.132,4,TCP,74,20,26,0x0000,16,0x14ba,1
2557,192.168.79.128,192.168.79.132,4,TCP,74,20,25,0x0000,15,0x91ab,1
2558,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,14,oxaf3b,1
2559,192.168.79.128,192.168.79.132,4,TCP,74,20,30,0x0000,15,0xv589,1
2560,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,5,0x21ee,1
2561,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,11,0x3189,1
2562,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,67,0x7f8f,1
2563,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,22,0xaa26,1
2564,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2565,192.168.79.128,192.168.79.132,4,TCP,74,20,389,0x075e,116,0xb332,0
2566,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x3002,128,0x0000,0
2567,192.168.79.128,192.168.79.132,4,TCP,74,20,103,0x0760,116,0xb44e,0
2568,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xd5ee,128,0x0000,0
2569,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfc,128,0x0000,0
2570,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfd,128,0x0000,0
2571,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2572,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2573,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2574,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2575,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2576,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2577,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2578,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2579,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2580,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2581,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2582,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2583,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2584,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x9daf,105,0x97ea,0
2585,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xad00,128,0x0000,0
2586,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2587,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xdaf0,128,0x0000,0
2588,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x1b3d,128,0x0000,0
2589,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2590,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2591,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2592,192.168.79.128,192.168.79.132,4,TCP,74,20,37,0x0000,21,0xaa13,1
2593,192.168.79.128,192.168.79.132,4,TCP,74,20,39,0x0000,28,0xf6db,1
2594,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2595,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2596,192.168.79.128,192.168.79.132,4,TCP,74,20,310,0xac4f,118,0x2acc,0
2597,192.168.79.128,192.168.79.132,4,TCP,74,20,114,0x017e,128,0x0000,0
2598,192.168.79.128,192.168.79.132,4,TCP,74,20,197,0x0214,115,0xfa53,0
2599,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2600,192.168.79.128,192.168.79.132,4,TCP,74,20,780,0xac4f,118,0x2acc,0
2601,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2602,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2603,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2604,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,12,0x1918,1
2605,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,2,0x4243,1
2606,192.168.79.128,192.168.79.132,4,TCP,74,20,49,0x0000,13,0x14ba,1
2607,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,10,0x91ab,1
2608,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,5,oxaf3b,1
2609,192.168.79.128,192.168.79.132,4,TCP,74,20,54,0x0000,8,0xv589,1
2610,192.168.79.128,192.168.79.132,4,TCP,74,20,41,0x0000,9,0x21ee,1
2611,192.168.79.128,192.168.79.132,4,TCP,74,20,32,0x0000,10,0x3189,1
2612,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,9,0x7f8f,1
2613,192.168.79.128,192.168.79.132,4,TCP,74,20,35,0x0000,10,0xaa26,1
2614,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2615,192.168.79.128,192.168.79.132,4,TCP,74,20,567,0x075e,116,0xb332,0
2616,VMware_c0:00:08,Broadcast,4,ARP,60,20,780,0x3002,128,0x0000,0
2617,192.168.79.132,192.168.79.2,6,NBNS,110,20,119,0x0760,116,0xb44e,0
2618,192.168.79.128,192.168.79.132,4,TCP,74,20,78,0xd5ee,128,0x0000,0
2619,192.168.79.128,192.168.79.132,6,TCP,74,20,52,0xacfc,128,0x0000,0
2620,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfd,128,0x0000,0
2621,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2622,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2623,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2624,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2625,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2626,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2627,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2628,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2629,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2630,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2631,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2632,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2633,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2634,192.168.79.128,192.168.79.132,6,TCP,74,20,52,0x9daf,105,0x97ea,0
2635,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xad00,128,0x0000,0
2636,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2637,192.168.79.128,192.168.79.132,6,TCP,74,20,40,0xdaf0,128,0x0000,0
2638,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x1b3d,128,0x0000,0
2639,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2640,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2641,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2642,192.168.79.128,192.168.79.132,4,TCP,74,20,31,0x0000,21,0xaa13,1
2643,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,28,0xf6db,1
2644,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2645,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2646,192.168.79.128,192.168.79.132,4,TCP,74,20,90,0xac4f,118,0x2acc,0
2647,192.168.79.128,192.168.79.132,4,TCP,74,20,110,0x017e,128,0x0000,0
2648,192.168.79.128,192.168.79.132,4,TCP,74,20,287,0x0214,115,0xfa53,0
2649,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2650,192.168.79.128,192.168.79.132,4,TCP,74,20,78,0xac4f,118,0x2acc,0
2651,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2652,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2653,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2654,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,18,0x1918,1
2655,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,17,0x4243,1
2656,192.168.79.128,192.168.79.132,4,TCP,74,20,26,0x0000,16,0x14ba,1
2657,192.168.79.128,192.168.79.132,4,TCP,74,20,25,0x0000,15,0x91ab,1
2658,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,14,oxaf3b,1
2659,192.168.79.128,192.168.79.132,4,TCP,74,20,30,0x0000,15,0xv589,1
2660,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,5,0x21ee,1
2661,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,11,0x3189,1
2662,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,67,0x7f8f,1
2663,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,22,0xaa26,1
2664,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2665,192.168.79.128,192.168.79.132,4,TCP,74,20,389,0x075e,116,0xb332,0
2666,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x3002,128,0x0000,0
2667,192.168.79.128,192.168.79.132,4,TCP,74,20,103,0x0760,116,0xb44e,0
2668,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xd5ee,128,0x0000,0
2669,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfc,128,0x0000,0
2670,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfd,128,0x0000,0
2671,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2672,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2673,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2674,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2675,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2676,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2677,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2678,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2679,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2680,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2681,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2682,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2683,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2684,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x9daf,105,0x97ea,0
2685,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xad00,128,0x0000,0
2686,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2687,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xdaf0,128,0x0000,0
2688,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x1b3d,128,0x0000,0
2689,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2690,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2691,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2692,192.168.79.128,192.168.79.132,4,TCP,74,20,37,0x0000,21,0xaa13,1
2693,192.168.79.128,192.168.79.132,4,TCP,74,20,39,0x0000,28,0xf6db,1
2694,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2695,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2696,192.168.79.128,192.168.79.132,4,TCP,74,20,310,0xac4f,118,0x2acc,0
2697,192.168.79.128,192.168.79.132,4,TCP,74,20,114,0x017e,128,0x0000,0
2698,192.168.79.128,192.168.79.132,4,TCP,74,20,197,0x0214,115,0xfa53,0
2699,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2700,192.168.79.128,192.168.79.132,4,TCP,74,20,780,0xac4f,118,0x2acc,0
2701,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2702,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2703,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2704,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,12,0x1918,1
2705,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,2,0x4243,1
2706,192.168.79.128,192.168.79.132,4,TCP,74,20,49,0x0000,13,0x14ba,1
2707,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,10,0x91ab,1
2708,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,5,oxaf3b,1
2709,192.168.79.128,192.168.79.132,4,TCP,74,20,54,0x0000,8,0xv589,1
2710,192.168.79.128,192.168.79.132,4,TCP,74,20,41,0x0000,9,0x21ee,1
2711,192.168.79.128,192.168.79.132,4,TCP,74,20,32,0x0000,10,0x3189,1
2712,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,9,0x7f8f,1
2713,192.168.79.128,192.168.79.132,4,TCP,74,20,35,0x0000,10,0xaa26,1
2714,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2715,192.168.79.128,192.168.79.132,4,TCP,74,20,567,0x075e,116,0xb332,0
2716,192.168.79.128,192.168.79.132,4,TCP,74,20,780,0x3002,128,0x0000,0
2717,192.168.79.128,192.168.79.132,6,TCP,74,20,119,0x0760,116,0xb44e,0
2718,192.168.79.128,192.168.79.132,4,TCP,74,20,78,0xd5ee,128,0x0000,0
2719,192.168.79.128,192.168.79.132,6,TCP,74,20,52,0xacfc,128,0x0000,0
2720,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfd,128,0x0000,0
2721,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2722,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2723,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2724,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2725,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2726,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2727,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2728,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2729,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2730,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2731,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2732,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2733,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2734,192.168.79.128,192.168.79.132,6,TCP,74,20,52,0x9daf,105,0x97ea,0
2735,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xad00,128,0x0000,0
2736,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2737,192.168.79.128,192.168.79.132,6,TCP,74,20,40,0xdaf0,128,0x0000,0
2738,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x1b3d,128,0x0000,0
2739,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2740,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2741,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2742,192.168.79.128,192.168.79.132,4,TCP,74,20,31,0x0000,21,0xaa13,1
2743,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,28,0xf6db,1
2744,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2745,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2746,192.168.79.128,192.168.79.132,4,TCP,74,20,90,0xac4f,118,0x2acc,0
2747,192.168.79.128,192.168.79.132,4,TCP,74,20,110,0x017e,128,0x0000,0
2748,192.168.79.128,192.168.79.132,4,TCP,74,20,287,0x0214,115,0xfa53,0
2749,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2750,192.168.79.128,192.168.79.132,4,TCP,74,20,78,0xac4f,118,0x2acc,0
2751,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2752,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2753,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2754,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,18,0x1918,1
2755,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,17,0x4243,1
2756,192.168.79.128,192.168.79.132,4,TCP,74,20,26,0x0000,16,0x14ba,1
2757,192.168.79.128,192.168.79.132,4,TCP,74,20,25,0x0000,15,0x91ab,1
2758,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,14,oxaf3b,1
2759,192.168.79.128,192.168.79.132,4,TCP,74,20,30,0x0000,15,0xv589,1
2760,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,5,0x21ee,1
2761,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,11,0x3189,1
2762,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,67,0x7f8f,1
2763,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,22,0xaa26,1
2764,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2765,192.168.79.128,192.168.79.132,4,TCP,74,20,389,0x075e,116,0xb332,0
2766,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x3002,128,0x0000,0
2767,192.168.79.128,192.168.79.132,4,TCP,74,20,103,0x0760,116,0xb44e,0
2768,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xd5ee,128,0x0000,0
2769,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfc,128,0x0000,0
2770,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfd,128,0x0000,0
2771,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2772,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2773,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2774,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2775,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2776,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2777,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2778,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2779,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2780,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2781,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2782,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2783,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2784,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x9daf,105,0x97ea,0
2785,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xad00,128,0x0000,0
2786,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2787,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xdaf0,128,0x0000,0
2788,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x1b3d,128,0x0000,0
2789,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2790,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2791,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2792,192.168.79.128,192.168.79.132,4,TCP,74,20,37,0x0000,21,0xaa13,1
2793,192.168.79.128,192.168.79.132,4,TCP,74,20,39,0x0000,28,0xf6db,1
2794,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2795,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2796,192.168.79.128,192.168.79.132,4,TCP,74,20,310,0xac4f,118,0x2acc,0
2797,192.168.79.128,192.168.79.132,4,TCP,74,20,114,0x017e,128,0x0000,0
2798,192.168.79.128,192.168.79.132,4,TCP,74,20,197,0x0214,115,0xfa53,0
2799,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xde5c,128,0x0000,0
2800,192.168.79.128,192.168.79.132,4,TCP,74,20,780,0xac4f,118,0x2acc,0
2801,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x017e,128,0x0000,0
2802,192.168.79.128,192.168.79.132,4,TCP,74,20,143,0x0214,115,0xfa53,0
2803,192.168.79.128,192.168.79.132,4,TCP,74,20,71,0xe22f,56,0xf706,0
2804,192.168.79.128,192.168.79.132,4,TCP,74,20,28,0x0000,12,0x1918,1
2805,192.168.79.128,192.168.79.132,4,TCP,74,20,27,0x0000,2,0x4243,1
2806,192.168.79.128,192.168.79.132,4,TCP,74,20,49,0x0000,13,0x14ba,1
2807,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,10,0x91ab,1
2808,192.168.79.128,192.168.79.132,4,TCP,74,20,64,0x0000,5,oxaf3b,1
2809,192.168.79.128,192.168.79.132,4,TCP,74,20,54,0x0000,8,0xv589,1
2810,192.168.79.128,192.168.79.132,4,TCP,74,20,41,0x0000,9,0x21ee,1
2811,192.168.79.128,192.168.79.132,4,TCP,74,20,32,0x0000,10,0x3189,1
2812,192.168.79.128,192.168.79.132,4,TCP,74,20,29,0x0000,9,0x7f8f,1
2813,192.168.79.128,192.168.79.132,4,TCP,74,20,35,0x0000,10,0xaa26,1
2814,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0fa5,128,0x0000,0
2815,192.168.79.128,192.168.79.132,4,TCP,74,20,567,0x075e,116,0xb332,0
2816,192.168.79.128,192.168.79.132,4,TCP,74,20,780,0x3002,128,0x0000,0
2817,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x0760,116,0xb44e,0
2818,192.168.79.128,192.168.79.132,6,TCP,74,20,78,0xd5ee,128,0x0000,0
2819,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0xacfc,128,0x0000,0
2820,192.168.79.128,192.168.79.132,6,TCP,74,20,52,0xacfd,128,0x0000,0
2821,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x4c53,104,0xea46,0
2822,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xacfe,128,0x0000,0
2823,192.168.79.128,192.168.79.132,4,TCP,74,20,557,0xacff,128,0x0000,0
2824,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,13,0xcd85,1
2825,192.168.79.128,192.168.79.132,4,TCP,74,20,55,0x0000,36,oxc106,1
2826,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0x0000,64,ox429d,1
2827,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,55,ox4829,1
2828,192.168.79.128,192.168.79.132,4,TCP,74,20,38,0x0000,64,ox3041,1
2829,192.168.79.128,192.168.79.132,4,TCP,74,20,345,0xe22f,56,0xf706,0
2830,192.168.79.128,192.168.79.132,4,TCP,74,20,220,0x0fa5,128,0x0000,0
2831,192.168.79.128,192.168.79.132,4,TCP,74,20,116,0x075e,116,0xb332,0
2832,192.168.79.128,192.168.79.132,4,TCP,74,20,117,0x3002,128,0x0000,0
2833,192.168.79.128,192.168.79.132,4,TCP,74,20,105,0x0760,116,0xb44e,0
2834,192.168.79.128,192.168.79.132,4,TCP,74,20,52,0x9daf,105,0x97ea,0
2835,192.168.79.128,192.168.79.132,6,TCP,74,20,40,0xad00,128,0x0000,0
2836,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xaed4,115,0x2ccc,0
2837,192.168.79.128,192.168.79.132,4,TCP,74,20,40,0xdaf0,128,0x0000,0
2838,192.168.79.128,192.168.79.132,6,TCP,74,20,40,0x1b3d,128,0x0000,0
2839,192.168.79.128,192.168.79.132,4,TCP,74,20,22,0x0000,11,0xf973,1
2840,192.168.79.128,192.168.79.132,4,TCP,74,20,24,0x0000,12,0x5b7e,1
2841,192.168.79.128,192.168.79.132,4,TCP,74,20,23,0x0000,11,0x897d,1
2842,192.168.79.128,192.168.79.132,4,TCP,74,20,31,0x0000,21,0xaa13,1
2843,192.168.79.128,192.168.79.132,4,TCP,74,20,36,0x0000,28,0xf6db,1
2844,192.168.79.128,192.168.79.132,4,TCP,74,20,119,0x1b3d,128,0x0000,0
2845,192.168.79.128,192.168.79.132,4,TCP,74,20,129,0xde5c,128,0x0000,0
2846,192.168.79.128,192.168.79.132,4,TCP,74,20,90,0xac4f,118,0x2acc,0
2847,192.168.79.128,192.168.79.132,4,TCP,74,20,110,0x017e,128,0x0000,0
2848,192.168.79.128,192.168.79.132,4,TCP,74,20,287,0x0214,115,0xfa53,0
